term_str,n,p,i,n_chars,max_pos,n_pos,stop,p_stem,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
whip,2,3.4361580728925957e-07,21.47270025819713,4,NN,1,0,whip,1,0,0,0,0,1,0,0,0,0,-1
disqualified,2,3.4361580728925957e-07,21.47270025819713,12,VBN,1,0,disqualifi,1,0,1,0,0,1,0,1,0,0,-1
blast,2,3.4361580728925957e-07,21.47270025819713,5,NN,1,0,blast,1,0,0,1,0,1,0,0,1,0,-1
precious,2,3.4361580728925957e-07,21.47270025819713,8,JJ,1,0,preciou,0,1,0,0,1,0,1,0,1,0,1
volunteer,2,3.4361580728925957e-07,21.47270025819713,9,NN,1,0,volunt,0,1,0,1,1,0,1,0,0,1,1
entangled,2,3.4361580728925957e-07,21.47270025819713,9,JJ,1,0,entangl,1,0,1,1,0,1,0,1,0,0,-1
festival,2,3.4361580728925957e-07,21.47270025819713,8,JJ,2,0,festiv,0,1,0,0,1,0,1,0,1,0,1
invade,2,3.4361580728925957e-07,21.47270025819713,6,VBP,1,0,invad,1,0,0,1,0,1,0,1,1,0,-1
crying,2,3.4361580728925957e-07,21.47270025819713,6,JJ,2,0,cri,0,0,0,0,0,1,0,1,0,0,-1
bargain,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,bargain,0,0,0,0,0,0,1,0,0,1,1
plight,2,3.4361580728925957e-07,21.47270025819713,6,NN,2,0,plight,0,1,1,1,0,1,0,1,0,0,-1
diplomatic,2,3.4361580728925957e-07,21.47270025819713,10,JJ,1,0,diplomat,0,0,0,0,0,0,1,0,0,1,1
unification,2,3.4361580728925957e-07,21.47270025819713,11,NN,1,0,unif,0,1,0,0,1,0,1,0,0,1,1
holiday,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,holiday,0,1,0,0,1,0,1,0,0,0,1
distracting,2,3.4361580728925957e-07,21.47270025819713,11,VBG,1,0,distract,1,1,0,0,0,1,0,0,0,0,-1
badly,2,3.4361580728925957e-07,21.47270025819713,5,RB,1,0,badli,0,0,0,0,0,1,0,1,0,0,-1
baby,2,3.4361580728925957e-07,21.47270025819713,4,NN,1,0,babi,0,0,0,0,1,0,1,0,0,0,1
indifference,2,3.4361580728925957e-07,21.47270025819713,12,NN,1,0,indiffer,1,0,1,1,0,1,0,1,0,0,-1
parade,2,3.4361580728925957e-07,21.47270025819713,6,NN,1,0,parad,0,1,0,1,1,1,1,0,1,0,0
standoff,2,3.4361580728925957e-07,21.47270025819713,8,NN,1,0,standoff,1,0,0,1,0,1,0,0,0,0,-1
mastery,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,masteri,1,0,0,0,1,0,1,0,0,1,1
memorable,2,3.4361580728925957e-07,21.47270025819713,9,JJ,1,0,memor,0,0,0,0,1,0,1,0,1,1,1
competence,2,3.4361580728925957e-07,21.47270025819713,10,NN,1,0,compet,0,0,0,0,0,0,1,0,0,1,1
lucky,2,3.4361580728925957e-07,21.47270025819713,5,JJ,1,0,lucki,0,0,0,0,1,0,1,0,1,0,1
sap,2,3.4361580728925957e-07,21.47270025819713,3,NN,1,0,sap,0,0,0,0,0,1,0,1,0,0,-1
tripping,2,3.4361580728925957e-07,21.47270025819713,8,NN,2,0,trip,1,0,0,0,0,1,0,1,0,0,-1
scarce,2,3.4361580728925957e-07,21.47270025819713,6,JJ,1,0,scarc,0,0,0,1,0,1,0,1,0,0,-1
prevail,2,3.4361580728925957e-07,21.47270025819713,7,VB,2,0,prevail,0,1,0,0,1,0,1,0,0,0,1
recreation,2,3.4361580728925957e-07,21.47270025819713,10,NN,1,0,recreat,0,1,0,0,1,0,1,0,0,0,1
fighting,2,3.4361580728925957e-07,21.47270025819713,8,JJ,1,0,fight,1,0,0,0,0,1,0,0,0,0,-1
durability,2,3.4361580728925957e-07,21.47270025819713,10,NN,1,0,durabl,0,0,0,0,0,0,1,0,0,1,1
advent,2,3.4361580728925957e-07,21.47270025819713,6,NN,1,0,advent,0,1,0,0,1,0,1,0,0,1,1
ire,2,3.4361580728925957e-07,21.47270025819713,3,NN,1,0,ire,1,0,0,0,0,1,0,0,0,0,-1
radiant,2,3.4361580728925957e-07,21.47270025819713,7,JJ,2,0,radiant,0,0,0,0,1,0,1,0,0,0,1
shattered,2,3.4361580728925957e-07,21.47270025819713,9,JJ,2,0,shatter,0,0,0,0,0,1,0,1,0,0,-1
disqualify,2,3.4361580728925957e-07,21.47270025819713,10,VB,1,0,disqualifi,0,0,0,0,0,1,0,1,0,0,-1
trick,2,3.4361580728925957e-07,21.47270025819713,5,NN,1,0,trick,0,0,0,0,0,1,0,0,1,0,-1
warfare,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,warfar,1,0,0,1,0,1,0,1,0,0,-1
cramp,2,3.4361580728925957e-07,21.47270025819713,5,NN,1,0,cramp,0,1,0,0,0,1,0,0,0,0,-1
victory,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,victori,0,1,0,0,1,0,1,0,0,1,1
burdensome,2,3.4361580728925957e-07,21.47270025819713,10,JJ,1,0,burdensom,0,0,0,1,0,1,0,1,0,0,-1
president,2,3.4361580728925957e-07,21.47270025819713,9,NN,1,0,presid,0,0,0,0,0,0,1,0,0,1,1
basketball,2,3.4361580728925957e-07,21.47270025819713,10,NN,1,0,basketbal,0,1,0,0,1,0,1,0,0,0,1
steal,2,3.4361580728925957e-07,21.47270025819713,5,VB,1,0,steal,1,0,0,1,0,1,0,1,0,0,-1
criticism,2,3.4361580728925957e-07,21.47270025819713,9,NN,1,0,critic,1,0,0,0,0,1,0,1,0,0,-1
opportune,2,3.4361580728925957e-07,21.47270025819713,9,JJ,1,0,opportun,0,0,0,0,1,0,1,0,0,0,1
blindly,2,3.4361580728925957e-07,21.47270025819713,7,RB,1,0,blindli,0,0,0,0,0,1,0,1,0,0,-1
boredom,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,boredom,0,0,0,0,0,1,0,1,0,0,-1
defeated,2,3.4361580728925957e-07,21.47270025819713,8,JJ,2,0,defeat,0,0,0,0,0,1,0,1,0,0,-1
denying,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,deni,0,1,0,0,0,1,0,0,0,0,-1
pray,2,3.4361580728925957e-07,21.47270025819713,4,NN,1,0,pray,0,1,0,1,1,0,1,0,1,1,1
pry,2,3.4361580728925957e-07,21.47270025819713,3,NN,1,0,pri,1,1,0,0,0,1,0,0,0,1,-1
cream,2,3.4361580728925957e-07,21.47270025819713,5,NN,2,0,cream,0,1,0,0,1,0,1,0,1,0,1
daemon,2,3.4361580728925957e-07,21.47270025819713,6,JJ,2,0,daemon,1,0,1,1,0,1,0,1,1,0,-1
infraction,2,3.4361580728925957e-07,21.47270025819713,10,NN,1,0,infract,1,0,0,0,0,1,0,0,0,0,-1
prosecution,2,3.4361580728925957e-07,21.47270025819713,11,NN,1,0,prosecut,0,0,1,0,0,1,0,0,0,0,-1
saber,2,3.4361580728925957e-07,21.47270025819713,5,NN,1,0,saber,1,0,0,1,0,1,0,0,0,0,-1
laughter,2,3.4361580728925957e-07,21.47270025819713,8,NN,2,0,laughter,0,1,0,0,1,0,1,0,1,0,1
clerical,2,3.4361580728925957e-07,21.47270025819713,8,JJ,1,0,cleric,0,0,0,0,0,0,1,0,0,1,1
tetanus,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,tetanu,0,0,1,0,0,1,0,0,0,0,-1
atrophy,2,3.4361580728925957e-07,21.47270025819713,7,VBD,1,0,atrophi,0,0,1,1,0,1,0,1,0,0,-1
confine,2,3.4361580728925957e-07,21.47270025819713,7,VB,1,0,confin,1,0,0,1,0,1,0,1,0,0,-1
crypt,2,3.4361580728925957e-07,21.47270025819713,5,NN,1,0,crypt,0,0,0,1,0,1,0,1,0,0,-1
tiff,2,3.4361580728925957e-07,21.47270025819713,4,NN,1,0,tiff,1,0,0,0,0,1,0,0,0,0,-1
segregate,2,3.4361580728925957e-07,21.47270025819713,9,NN,2,0,segreg,1,0,1,0,0,1,0,1,0,0,-1
stormy,2,3.4361580728925957e-07,21.47270025819713,6,JJ,2,0,stormi,0,0,0,1,0,1,0,0,0,0,-1
incompetent,2,3.4361580728925957e-07,21.47270025819713,11,NN,1,0,incompet,1,0,0,0,0,1,0,1,0,0,-1
gift,2,3.4361580728925957e-07,21.47270025819713,4,NN,1,0,gift,0,1,0,0,1,0,1,0,1,0,1
noncompliance,2,3.4361580728925957e-07,21.47270025819713,13,IN,2,0,noncompli,1,1,0,1,0,1,0,1,0,0,-1
cyclone,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,cyclon,0,0,0,1,0,1,0,0,1,0,-1
glut,2,3.4361580728925957e-07,21.47270025819713,4,NN,1,0,glut,0,0,1,0,0,1,0,0,0,0,-1
broadside,2,3.4361580728925957e-07,21.47270025819713,9,NN,2,0,broadsid,0,1,0,0,0,1,0,0,0,0,-1
hardy,2,3.4361580728925957e-07,21.47270025819713,5,JJ,1,0,hardi,0,0,0,0,1,0,1,0,0,1,1
aversion,2,3.4361580728925957e-07,21.47270025819713,8,NN,1,0,avers,1,0,1,1,0,1,0,0,0,0,-1
justifiable,2,3.4361580728925957e-07,21.47270025819713,11,JJ,1,0,justifi,0,0,0,0,0,0,1,0,0,1,1
locust,2,3.4361580728925957e-07,21.47270025819713,6,JJ,1,0,locust,0,0,0,1,0,1,0,0,0,0,-1
annoyance,2,3.4361580728925957e-07,21.47270025819713,9,NN,1,0,annoy,1,0,1,0,0,1,0,0,0,0,-1
gash,2,3.4361580728925957e-07,21.47270025819713,4,NN,1,0,gash,0,0,0,1,0,1,0,0,0,0,-1
hiss,2,3.4361580728925957e-07,21.47270025819713,4,NN,1,0,hiss,1,0,0,1,0,1,0,0,0,0,-1
dissolution,2,3.4361580728925957e-07,21.47270025819713,11,NN,1,0,dissolut,1,0,0,1,0,1,0,1,1,0,-1
aga,2,3.4361580728925957e-07,21.47270025819713,3,JJ,2,0,aga,0,0,0,1,0,0,1,0,0,1,1
liberate,2,3.4361580728925957e-07,21.47270025819713,8,VB,1,0,liber,1,1,0,0,1,0,1,0,1,1,1
carol,2,3.4361580728925957e-07,21.47270025819713,5,VBP,1,0,carol,0,0,0,0,1,0,1,0,0,1,1
infiltration,2,3.4361580728925957e-07,21.47270025819713,12,NN,1,0,infiltr,0,0,0,0,0,1,1,0,0,0,0
soundness,2,3.4361580728925957e-07,21.47270025819713,9,NN,1,0,sound,0,1,0,0,1,0,1,0,0,1,1
mite,2,3.4361580728925957e-07,21.47270025819713,4,JJ,1,0,mite,0,0,1,0,0,1,0,0,0,0,-1
tramp,2,3.4361580728925957e-07,21.47270025819713,5,JJ,2,0,tramp,0,0,1,1,0,1,0,1,0,0,-1
depressive,2,3.4361580728925957e-07,21.47270025819713,10,JJ,2,0,depress,0,0,0,0,0,1,0,1,0,0,-1
mum,2,3.4361580728925957e-07,21.47270025819713,3,JJ,1,0,mum,0,0,0,1,0,1,0,0,0,0,-1
sluggish,2,3.4361580728925957e-07,21.47270025819713,8,JJ,1,0,sluggish,0,0,0,0,0,1,0,1,0,0,-1
endemic,2,3.4361580728925957e-07,21.47270025819713,7,JJ,1,0,endem,0,0,1,1,0,1,0,1,0,0,-1
lockup,2,3.4361580728925957e-07,21.47270025819713,6,NN,1,0,lockup,0,0,0,1,0,1,0,1,0,0,-1
distracted,2,3.4361580728925957e-07,21.47270025819713,10,VBN,1,0,distract,1,0,0,0,0,1,0,0,0,0,-1
obliterated,2,3.4361580728925957e-07,21.47270025819713,11,VBN,1,0,obliter,1,0,0,1,0,1,0,0,0,0,-1
worthy,2,3.4361580728925957e-07,21.47270025819713,6,NN,1,0,worthi,0,0,0,0,0,0,1,0,0,1,1
abolish,1,1.7180790364462978e-07,22.47270025819713,7,VB,1,0,abolish,1,0,0,0,0,1,0,0,0,0,-1
digress,1,1.7180790364462978e-07,22.47270025819713,7,VBP,1,0,digress,0,1,0,0,0,1,0,0,0,0,-1
deference,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,defer,0,0,0,0,0,0,1,0,0,1,1
burial,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,burial,1,0,0,1,0,1,0,1,0,0,-1
spank,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,spank,1,0,0,1,0,1,0,1,0,0,-1
crawl,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,crawl,0,0,1,0,0,1,0,0,0,0,-1
duplicity,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,duplic,1,0,0,0,0,1,0,0,0,0,-1
ache,1,1.7180790364462978e-07,22.47270025819713,4,NN,1,0,ach,0,0,0,0,0,1,0,1,0,0,-1
coexist,1,1.7180790364462978e-07,22.47270025819713,7,VB,1,0,coexist,0,0,0,0,0,0,1,0,0,1,1
demon,1,1.7180790364462978e-07,22.47270025819713,5,JJ,1,0,demon,1,0,1,1,0,1,0,1,0,0,-1
reproductive,1,1.7180790364462978e-07,22.47270025819713,12,JJ,1,0,reproduct,0,0,0,0,1,0,1,0,0,0,1
repellant,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,repel,0,0,1,1,0,1,0,0,0,0,-1
withdraw,1,1.7180790364462978e-07,22.47270025819713,8,VB,1,0,withdraw,0,0,0,0,0,1,0,1,0,0,-1
unsatisfied,1,1.7180790364462978e-07,22.47270025819713,11,VBN,1,0,unsatisfi,0,0,1,0,0,1,0,1,0,0,-1
soiled,1,1.7180790364462978e-07,22.47270025819713,6,VBD,1,0,soil,0,0,1,0,0,1,0,0,0,0,-1
unhappy,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,unhappi,1,0,1,0,0,1,0,1,0,0,-1
deform,1,1.7180790364462978e-07,22.47270025819713,6,VBP,1,0,deform,0,0,1,0,0,1,0,0,0,0,-1
inviting,1,1.7180790364462978e-07,22.47270025819713,8,VBG,1,0,invit,0,1,0,0,1,0,1,0,1,1,1
crime,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,crime,1,0,0,0,0,1,0,0,0,0,-1
invitation,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,invit,0,1,0,0,0,0,1,0,0,0,1
antagonistic,1,1.7180790364462978e-07,22.47270025819713,12,JJ,1,0,antagonist,1,0,1,0,0,1,0,0,0,0,-1
antagonism,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,antagon,1,0,0,0,0,1,0,0,0,0,-1
samurai,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,samurai,0,0,0,1,0,0,1,0,0,0,1
sage,1,1.7180790364462978e-07,22.47270025819713,4,NN,1,0,sage,0,0,0,0,0,0,1,0,0,1,1
beautiful,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,beauti,0,0,0,0,1,0,1,0,0,0,1
ugly,1,1.7180790364462978e-07,22.47270025819713,4,RB,1,0,ugli,0,0,1,0,0,1,0,0,0,0,-1
powerfully,1,1.7180790364462978e-07,22.47270025819713,10,RB,1,0,power,0,0,0,1,0,0,1,0,0,0,1
poisoning,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,poison,0,0,1,0,0,1,0,0,0,0,-1
mystery,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,mysteri,0,1,0,0,0,0,0,0,1,0,0
angel,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,angel,0,1,0,0,1,0,1,0,1,1,1
shining,1,1.7180790364462978e-07,22.47270025819713,7,VBG,1,0,shine,0,1,0,0,1,0,1,0,0,0,1
crushing,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,crush,1,0,1,1,0,1,0,0,0,0,-1
moral,1,1.7180790364462978e-07,22.47270025819713,5,JJ,1,0,moral,1,0,0,0,0,0,1,0,0,1,1
faith,1,1.7180790364462978e-07,22.47270025819713,5,JJ,1,0,faith,0,1,0,0,1,0,1,0,0,1,1
overpriced,1,1.7180790364462978e-07,22.47270025819713,10,VBN,1,0,overpr,1,0,1,0,0,1,0,1,0,0,-1
luxury,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,luxuri,0,0,0,0,1,0,1,0,0,0,1
concealment,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,conceal,1,1,0,1,0,1,0,0,0,0,-1
wisdom,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,wisdom,0,0,0,0,0,0,1,0,0,1,1
flee,1,1.7180790364462978e-07,22.47270025819713,4,VBP,1,0,flee,0,0,0,1,0,1,0,0,0,0,-1
surrendering,1,1.7180790364462978e-07,22.47270025819713,12,VBG,1,0,surrend,0,0,0,0,0,1,0,1,0,0,-1
alarming,1,1.7180790364462978e-07,22.47270025819713,8,VBG,1,0,alarm,0,0,0,1,0,1,0,0,1,0,-1
grime,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,grime,0,0,1,0,0,1,0,0,0,0,-1
prudent,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,prudent,0,0,0,0,0,0,1,0,0,1,1
celestial,1,1.7180790364462978e-07,22.47270025819713,9,JJ,1,0,celesti,0,1,0,0,1,0,1,0,0,0,1
bloom,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,bloom,0,1,0,0,1,0,1,0,0,1,1
garden,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,garden,0,0,0,0,1,0,1,0,0,0,1
quickness,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,quick,0,0,0,0,0,0,1,0,1,0,1
breakup,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,breakup,0,0,0,0,0,1,0,1,0,0,-1
terrible,1,1.7180790364462978e-07,22.47270025819713,8,JJ,1,0,terribl,1,0,1,1,0,1,0,1,0,0,-1
forbidding,1,1.7180790364462978e-07,22.47270025819713,10,VBG,1,0,forbid,1,0,0,1,0,1,0,0,0,0,-1
resisting,1,1.7180790364462978e-07,22.47270025819713,9,VBG,1,0,resist,1,0,0,1,0,1,0,1,0,0,-1
misunderstanding,1,1.7180790364462978e-07,22.47270025819713,16,NN,1,0,misunderstand,1,0,0,0,0,1,0,1,0,0,-1
repelling,1,1.7180790364462978e-07,22.47270025819713,9,VBG,1,0,repel,0,0,1,0,0,1,0,0,0,0,-1
firmness,1,1.7180790364462978e-07,22.47270025819713,8,JJ,1,0,firm,0,0,0,0,0,0,1,0,0,1,1
screwed,1,1.7180790364462978e-07,22.47270025819713,7,VBN,1,0,screw,1,0,0,0,0,1,0,0,0,0,-1
insufficiency,1,1.7180790364462978e-07,22.47270025819713,13,NN,1,0,insuffici,1,0,0,0,0,1,0,0,0,0,-1
detract,1,1.7180790364462978e-07,22.47270025819713,7,VB,1,0,detract,1,0,0,0,0,1,0,0,0,0,-1
sterling,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,sterl,1,1,0,0,1,1,1,0,0,1,0
illegality,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,illeg,1,0,1,1,0,1,0,0,0,0,-1
misbehavior,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,misbehavior,1,0,1,0,0,1,0,0,1,0,-1
respectable,1,1.7180790364462978e-07,22.47270025819713,11,JJ,1,0,respect,0,0,0,0,0,0,1,0,0,1,1
obstructive,1,1.7180790364462978e-07,22.47270025819713,11,JJ,1,0,obstruct,1,0,0,0,0,1,0,0,0,0,-1
eradication,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,erad,1,0,1,1,0,1,0,0,0,0,-1
annihilate,1,1.7180790364462978e-07,22.47270025819713,10,VB,1,0,annihil,1,0,0,1,0,1,0,0,0,0,-1
displeasure,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,displeasur,0,0,1,0,0,1,0,0,0,0,-1
frantic,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,frantic,0,1,1,1,0,1,0,0,1,0,-1
impure,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,impur,0,0,1,0,0,1,0,0,0,0,-1
blindness,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,blind,0,0,0,0,0,1,0,1,0,0,-1
idiot,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,idiot,0,0,1,0,0,1,0,0,0,0,-1
hobby,1,1.7180790364462978e-07,22.47270025819713,5,VBP,1,0,hobbi,0,0,0,0,1,0,1,0,0,0,1
scarcity,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,scarciti,1,0,0,1,0,1,0,1,0,0,-1
career,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,career,0,1,0,0,0,0,1,0,0,0,1
wealth,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,wealth,0,0,0,0,1,0,1,0,0,1,1
brother,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,brother,0,0,0,0,0,0,1,0,0,1,1
uninteresting,1,1.7180790364462978e-07,22.47270025819713,13,JJ,1,0,uninterest,0,0,0,0,0,1,0,1,0,0,-1
weird,1,1.7180790364462978e-07,22.47270025819713,5,VBD,1,0,weird,0,0,1,0,0,1,0,0,0,0,-1
defy,1,1.7180790364462978e-07,22.47270025819713,4,VBP,1,0,defi,1,0,0,1,0,1,0,1,1,0,-1
charmed,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,charm,0,0,0,0,1,1,1,0,0,0,0
slaughterhouse,1,1.7180790364462978e-07,22.47270025819713,14,NN,1,0,slaughterhous,1,0,1,1,0,1,0,1,0,0,-1
hesitation,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,hesit,0,0,0,1,0,1,0,0,0,0,-1
madden,1,1.7180790364462978e-07,22.47270025819713,6,JJ,1,0,madden,1,0,0,1,0,1,0,0,0,0,-1
delegate,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,deleg,0,0,0,0,0,0,1,0,0,1,1
council,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,council,0,1,0,0,0,0,1,0,0,1,1
embolism,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,embol,0,0,0,1,0,1,0,1,0,0,-1
aloha,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,aloha,0,1,0,0,1,0,1,0,0,0,1
reconsideration,1,1.7180790364462978e-07,22.47270025819713,15,NN,1,0,reconsider,0,0,0,0,0,0,1,0,0,1,1
restitution,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,restitut,1,0,0,0,0,0,1,0,0,0,1
grave,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,grave,0,0,0,1,0,1,0,1,0,0,-1
amusement,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,amus,0,0,0,0,1,0,1,0,0,0,1
umpire,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,umpir,0,0,0,0,0,0,1,0,0,1,1
nuisance,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,nuisanc,1,0,0,0,0,1,0,0,0,0,-1
retaliation,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,retali,1,0,0,1,0,1,0,0,0,0,-1
auditor,1,1.7180790364462978e-07,22.47270025819713,7,VBP,1,0,auditor,0,0,0,1,0,0,0,0,0,1,0
lawsuit,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,lawsuit,1,0,1,1,0,1,0,1,1,0,-1
slop,1,1.7180790364462978e-07,22.47270025819713,4,NN,1,0,slop,0,0,1,0,0,1,0,0,0,0,-1
allegiance,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,allegi,0,0,0,0,0,0,1,0,0,1,1
pledge,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,pledg,0,0,0,0,1,0,1,0,0,1,1
court,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,court,1,1,0,1,0,0,0,0,0,0,0
dispute,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,disput,1,0,0,0,0,1,0,0,0,0,-1
jail,1,1.7180790364462978e-07,22.47270025819713,4,JJ,1,0,jail,0,0,0,1,0,1,0,1,0,0,-1
defendant,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,defend,1,0,0,1,0,0,0,1,0,0,0
victim,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,victim,1,0,0,1,0,1,0,1,0,0,-1
prison,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,prison,1,0,0,1,0,1,0,1,0,0,-1
sparkle,1,1.7180790364462978e-07,22.47270025819713,7,VBZ,1,0,sparkl,0,1,0,0,1,0,1,0,1,0,1
dissident,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,dissid,1,0,0,1,0,1,0,0,0,0,-1
shun,1,1.7180790364462978e-07,22.47270025819713,4,VBP,1,0,shun,1,0,1,0,0,1,0,1,0,0,-1
priest,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,priest,0,0,0,0,0,0,1,0,0,1,1
criticize,1,1.7180790364462978e-07,22.47270025819713,9,VBP,1,0,critic,1,0,1,1,0,1,0,1,0,0,-1
strained,1,1.7180790364462978e-07,22.47270025819713,8,JJ,1,0,strain,1,0,0,0,0,1,0,0,0,0,-1
concordance,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,concord,0,0,0,0,0,0,1,0,0,1,1
fragile,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,fragil,0,0,0,1,0,1,0,1,0,0,-1
fierce,1,1.7180790364462978e-07,22.47270025819713,6,JJ,1,0,fierc,1,0,1,1,0,1,0,0,0,0,-1
squelch,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,squelch,1,0,1,0,0,1,0,0,0,0,-1
paragon,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,paragon,0,1,0,0,1,0,1,0,0,1,1
leer,1,1.7180790364462978e-07,22.47270025819713,4,NN,1,0,leer,0,0,1,0,0,1,0,0,0,0,-1
fib,1,1.7180790364462978e-07,22.47270025819713,3,VBZ,1,0,fib,1,0,0,0,0,1,0,0,0,0,-1
presentment,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,present,0,0,0,0,0,1,1,0,0,0,0
carcinoma,1,1.7180790364462978e-07,22.47270025819713,9,VBP,1,0,carcinoma,0,0,0,1,0,1,0,1,0,0,-1
lowly,1,1.7180790364462978e-07,22.47270025819713,5,JJ,1,0,lowli,0,0,0,0,0,1,0,1,0,0,-1
cyst,1,1.7180790364462978e-07,22.47270025819713,4,NN,1,0,cyst,0,0,0,1,0,1,0,1,0,0,-1
lumpy,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,lumpi,0,0,1,0,0,1,0,0,0,0,-1
departed,1,1.7180790364462978e-07,22.47270025819713,8,VBN,1,0,depart,0,0,0,0,0,1,0,1,0,0,-1
abscess,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,abscess,0,0,0,0,0,1,0,1,0,0,-1
chocolate,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,chocol,0,1,0,0,1,0,1,0,0,1,1
beg,1,1.7180790364462978e-07,22.47270025819713,3,NN,1,0,beg,0,0,0,0,0,1,0,1,0,0,-1
fraternal,1,1.7180790364462978e-07,22.47270025819713,9,JJ,1,0,fratern,0,0,0,0,1,0,1,0,0,1,1
treasure,1,1.7180790364462978e-07,22.47270025819713,8,JJ,1,0,treasur,0,1,0,0,1,0,1,0,0,1,1
stingy,1,1.7180790364462978e-07,22.47270025819713,6,JJ,1,0,stingi,1,0,1,1,0,1,0,1,0,0,-1
delicious,1,1.7180790364462978e-07,22.47270025819713,9,JJ,1,0,delici,0,0,0,0,1,0,1,0,0,0,1
hardened,1,1.7180790364462978e-07,22.47270025819713,8,VBN,1,0,harden,1,0,1,1,0,1,0,0,0,0,-1
